customer id ,year,month,class_name,skus_viewed,skus_added_to_cart,skus_purchased,Revenue,Acquisition_Date,Acquisition_Channel,Acquisition_Device,year_month
18756,2016,9,TV Stands & Entertainment Centers,0,0,0,0,11/9/08,Search - Paid,Desktop,2016-9
21067,2016,9,Bedding Sets,4,0,0,0,3/3/10,,,2016-9
21067,2016,9,End Tables,2,0,0,0,3/3/10,,,2016-9
22127,2016,9,Beds,1,0,0,0,9/18/07,Other,Desktop,2016-9
27850,2016,9,TV Stands & Entertainment Centers,15,0,0,0,3/28/15,Search - Paid,,2016-9
30692,2016,9,Area Rugs,9,1,0,0,4/29/09,Search - Paid,Desktop,2016-9
30692,2016,9,Bar Stools,16,0,0,0,4/29/09,Search - Paid,Desktop,2016-9
30692,2016,9,End Tables,24,5,1,125,4/29/09,Search - Paid,Desktop,2016-9
30692,2016,9,Sheets And Sheet Sets,1,0,0,0,4/29/09,Search - Paid,Desktop,2016-9
30692,2016,9,TV Stands & Entertainment Centers,2,0,0,0,4/29/09,Search - Paid,Desktop,2016-9
30835,2016,9,TV Stands & Entertainment Centers,5,0,0,0,12/25/08,Search - Paid,Desktop,2016-9
31313,2016,9,Bedding Sets,11,3,0,0,8/4/05,Search - Paid,Desktop,2016-9
31313,2016,9,Beds,17,0,0,0,8/4/05,Search - Paid,Desktop,2016-9
31313,2016,9,Sheets And Sheet Sets,0,0,0,0,8/4/05,Search - Paid,Desktop,2016-9
31342,2016,9,Area Rugs,0,0,0,0,11/18/11,,Desktop,2016-9
34293,2016,9,Area Rugs,1,0,0,0,2/19/06,Search - Paid,Desktop,2016-9
34842,2016,9,Curtains & Drapes,2,0,0,0,2/26/07,Search - Paid,Desktop,2016-9
38481,2016,9,TV Stands & Entertainment Centers,1,0,0,0,10/30/10,Search - Paid,Desktop,2016-9
41696,2016,9,Area Rugs,1,0,0,0,3/7/06,Search - Paid,,2016-9
41696,2016,9,Bedding Sets,0,0,0,0,3/7/06,Search - Paid,,2016-9
41696,2016,9,Curtains & Drapes,1,0,0,0,3/7/06,Search - Paid,,2016-9
41696,2016,9,Sheets And Sheet Sets,0,0,0,0,3/7/06,Search - Paid,,2016-9
45753,2016,9,Accent Pillows,2,2,0,0,1/8/14,Social - Paid,,2016-9
45753,2016,9,Area Rugs,18,0,0,0,1/8/14,Social - Paid,,2016-9
45753,2016,9,Bar Stools,1,0,0,0,1/8/14,Social - Paid,,2016-9
45753,2016,9,Bedding Sets,5,2,0,0,1/8/14,Social - Paid,,2016-9
45753,2016,9,Beds,3,0,0,0,1/8/14,Social - Paid,,2016-9
45753,2016,9,Curtains & Drapes,9,0,0,0,1/8/14,Social - Paid,,2016-9
45753,2016,9,End Tables,0,0,0,0,1/8/14,Social - Paid,,2016-9
45753,2016,9,Wall Art,3,0,0,0,1/8/14,Social - Paid,,2016-9
46114,2016,9,Accent Pillows,1,0,0,0,4/12/06,Search - Paid,,2016-9
46114,2016,9,Area Rugs,5,0,0,0,4/12/06,Search - Paid,,2016-9
46114,2016,9,Beds,1,0,0,0,4/12/06,Search - Paid,,2016-9
48685,2016,9,TV Stands & Entertainment Centers,2,0,0,0,5/21/13,,,2016-9
49819,2016,9,Accent Pillows,1,0,0,0,6/3/05,Search - Paid,Desktop,2016-9
49819,2016,9,End Tables,1,0,0,0,6/3/05,Search - Paid,Desktop,2016-9
50408,2016,9,Bedding Sets,5,0,0,0,4/19/13,Search - Paid,,2016-9
52995,2016,9,Area Rugs,0,0,0,0,7/24/07,,Desktop,2016-9
52995,2016,9,TV Stands & Entertainment Centers,0,0,0,0,7/24/07,,Desktop,2016-9
55362,2016,9,Area Rugs,2,0,0,0,4/21/03,,,2016-9
57354,2016,9,Accent Pillows,5,0,0,0,3/6/15,Search - Paid,Desktop,2016-9
57354,2016,9,Area Rugs,1,0,0,0,3/6/15,Search - Paid,Desktop,2016-9
57354,2016,9,Beds,13,0,0,0,3/6/15,Search - Paid,Desktop,2016-9
58404,2016,9,Accent Pillows,1,0,0,0,6/2/09,Search - Paid,Desktop,2016-9
60027,2016,9,Bedding Sets,1,0,0,0,12/27/02,,Desktop,2016-9
60267,2016,9,Area Rugs,0,0,0,0,2/2/04,Search - Paid,Desktop,2016-9
60267,2016,9,Bar Stools,31,0,0,0,2/2/04,Search - Paid,Desktop,2016-9
60695,2016,9,Area Rugs,1,0,0,0,11/12/05,Social - Paid,Desktop,2016-9
66810,2016,9,Area Rugs,34,13,3,522,2/12/07,Search - Organic,Desktop,2016-9
66810,2016,9,TV Stands & Entertainment Centers,17,2,1,459,2/12/07,Search - Organic,Desktop,2016-9
74044,2016,9,Wall Art,10,0,0,0,3/17/13,Search - Paid,Phone,2016-9
76070,2016,9,End Tables,1,0,0,0,4/14/14,Other,Phone,2016-9
76225,2016,9,Accent Pillows,0,0,0,0,7/18/12,Search - Paid,Phone,2016-9
76225,2016,9,Bedding Sets,1,0,0,0,7/18/12,Search - Paid,Phone,2016-9
77302,2016,9,Accent Pillows,1,0,0,0,3/29/06,,Phone,2016-9
77302,2016,9,Area Rugs,4,0,0,0,3/29/06,,Phone,2016-9
77302,2016,9,Bedding Sets,1,1,0,0,3/29/06,,Phone,2016-9
77302,2016,9,Beds,5,0,0,0,3/29/06,,Phone,2016-9
77302,2016,9,End Tables,1,0,0,0,3/29/06,,Phone,2016-9
77302,2016,9,TV Stands & Entertainment Centers,5,0,0,0,3/29/06,,Phone,2016-9
77549,2016,9,Beds,0,0,0,0,11/14/07,,Phone,2016-9
78428,2016,9,Area Rugs,7,4,1,205,7/5/07,Other,,2016-9
78428,2016,9,Wall Art,1,0,0,0,7/5/07,Other,,2016-9
87196,2016,9,Area Rugs,4,1,1,384,11/10/08,Search - Paid,Phone,2016-9
87196,2016,9,Bedding Sets,0,0,0,0,11/10/08,Search - Paid,Phone,2016-9
92807,2016,9,Beds,16,0,0,0,10/18/10,Search - Paid,,2016-9
92807,2016,9,End Tables,0,0,0,0,10/18/10,Search - Paid,,2016-9
94166,2016,9,Area Rugs,1,0,0,0,6/28/07,,,2016-9
94166,2016,9,Bar Stools,0,0,0,0,6/28/07,,,2016-9
94166,2016,9,Curtains & Drapes,1,0,0,0,6/28/07,,,2016-9
101562,2016,9,Bar Stools,2,0,0,0,12/2/15,Search - Paid,Desktop,2016-9
102247,2016,9,Accent Pillows,1,1,0,0,6/18/06,Search - Organic,Desktop,2016-9
102705,2016,9,Bedding Sets,1,0,0,0,3/2/06,,,2016-9
102705,2016,9,Sheets And Sheet Sets,7,0,0,0,3/2/06,,,2016-9
114756,2016,9,Area Rugs,1,0,0,0,7/4/12,Search - Paid,,2016-9
115997,2016,9,Area Rugs,1,0,0,0,5/14/15,Search - Paid,,2016-9
115997,2016,9,Bedding Sets,10,0,0,0,5/14/15,Search - Paid,,2016-9
115997,2016,9,Wall Art,2,0,0,0,5/14/15,Search - Paid,,2016-9
116654,2016,9,Bar Stools,3,0,0,0,8/18/03,,,2016-9
116654,2016,9,End Tables,1,0,0,0,8/18/03,,,2016-9
119974,2016,9,Beds,2,0,0,0,12/1/13,,,2016-9
119974,2016,9,End Tables,4,1,0,0,12/1/13,,,2016-9
119974,2016,9,Wall Art,0,0,0,0,12/1/13,,,2016-9
130071,2016,9,Bedding Sets,1,0,0,0,6/6/07,Search - Paid,,2016-9
133193,2016,9,Bedding Sets,2,0,0,0,9/9/10,Search - Paid,Desktop,2016-9
134248,2016,9,Area Rugs,1,0,0,0,1/13/06,,,2016-9
134248,2016,9,Beds,0,0,0,0,1/13/06,,,2016-9
134248,2016,9,Wall Art,1,0,0,0,1/13/06,,,2016-9
137615,2016,9,Wall Art,2,0,0,0,5/26/12,Search - Paid,Desktop,2016-9
140295,2016,9,Accent Pillows,0,0,0,0,7/24/06,Search - Paid,Desktop,2016-9
140295,2016,9,Beds,9,0,0,0,7/24/06,Search - Paid,Desktop,2016-9
140939,2016,9,Accent Pillows,0,0,0,0,10/4/14,Search - Paid,Desktop,2016-9
148109,2016,9,Wall Art,1,0,0,0,5/21/15,Search - Organic,,2016-9
148110,2016,9,Bar Stools,2,0,0,0,2/1/15,,,2016-9
148110,2016,9,Curtains & Drapes,2,0,0,0,2/1/15,,,2016-9
148110,2016,9,TV Stands & Entertainment Centers,2,0,0,0,2/1/15,,,2016-9
148280,2016,9,Area Rugs,3,0,0,0,11/27/07,Search - Paid,Desktop,2016-9
148548,2016,9,Curtains & Drapes,0,0,0,0,4/2/07,Search - Organic,Desktop,2016-9
179045,2016,9,Accent Pillows,0,0,0,0,8/24/04,Search - Organic,Desktop,2016-9
179045,2016,9,Bedding Sets,1,0,0,0,8/24/04,Search - Organic,Desktop,2016-9
179045,2016,9,End Tables,3,0,0,0,8/24/04,Search - Organic,Desktop,2016-9
179280,2016,9,Area Rugs,1,0,0,0,6/12/04,Search - Paid,Desktop,2016-9
179280,2016,9,Wall Art,1,0,0,0,6/12/04,Search - Paid,Desktop,2016-9
179816,2016,9,TV Stands & Entertainment Centers,2,0,0,0,10/16/11,Search - Paid,Desktop,2016-9
179816,2016,9,Wall Art,1,0,0,0,10/16/11,Search - Paid,Desktop,2016-9
189324,2016,9,End Tables,3,0,0,0,10/13/02,,Desktop,2016-9
189685,2016,9,Accent Pillows,4,1,0,0,12/27/06,Search - Paid,Desktop,2016-9
189685,2016,9,Area Rugs,35,0,0,0,12/27/06,Search - Paid,Desktop,2016-9
189685,2016,9,Bedding Sets,1,0,0,0,12/27/06,Search - Paid,Desktop,2016-9
189685,2016,9,Beds,2,0,0,0,12/27/06,Search - Paid,Desktop,2016-9
189685,2016,9,Curtains & Drapes,1,0,0,0,12/27/06,Search - Paid,Desktop,2016-9
189685,2016,9,End Tables,4,0,0,0,12/27/06,Search - Paid,Desktop,2016-9
189685,2016,9,TV Stands & Entertainment Centers,0,0,0,0,12/27/06,Search - Paid,Desktop,2016-9
189685,2016,9,Wall Art,5,0,0,0,12/27/06,Search - Paid,Desktop,2016-9
190397,2016,9,Area Rugs,5,0,0,0,8/13/06,Search - Paid,Desktop,2016-9
190397,2016,9,Bar Stools,3,0,0,0,8/13/06,Search - Paid,Desktop,2016-9
199764,2016,9,Bar Stools,0,0,0,0,6/24/07,Search - Paid,Desktop,2016-9
199764,2016,9,Curtains & Drapes,0,0,0,0,6/24/07,Search - Paid,Desktop,2016-9
201882,2016,9,Accent Pillows,0,0,0,0,12/10/03,Search - Paid,Desktop,2016-9
203757,2016,9,Bedding Sets,2,0,0,0,8/27/04,Search - Organic,Desktop,2016-9
208268,2016,9,Area Rugs,5,1,0,0,12/13/04,Search - Paid,Desktop,2016-9
216996,2016,9,Area Rugs,6,0,0,0,4/17/07,,Desktop,2016-9
216996,2016,9,Bar Stools,1,0,0,0,4/17/07,,Desktop,2016-9
216996,2016,9,Beds,60,4,0,0,4/17/07,,Desktop,2016-9
219860,2016,9,Area Rugs,0,0,0,0,11/14/05,Search - Paid,,2016-9
221456,2016,9,Area Rugs,1,0,0,0,3/11/04,Search - Organic,,2016-9
230107,2016,9,Beds,6,0,0,0,6/24/05,,,2016-9
230107,2016,9,Curtains & Drapes,1,0,0,0,6/24/05,,,2016-9
234239,2016,9,Bar Stools,2,0,0,0,7/7/09,Search - Organic,,2016-9
243833,2016,9,Beds,0,0,0,0,6/6/13,Search - Paid,,2016-9
245175,2016,9,Accent Pillows,1,0,0,0,2/2/16,,,2016-9
245175,2016,9,Area Rugs,5,0,0,0,2/2/16,,,2016-9
248086,2016,9,Wall Art,1,0,0,0,7/25/06,Search - Paid,,2016-9
250475,2016,9,Area Rugs,15,0,0,0,2/4/06,Search - Organic,,2016-9
250475,2016,9,TV Stands & Entertainment Centers,1,0,0,0,2/4/06,Search - Organic,,2016-9
261900,2016,9,Bedding Sets,1,0,0,0,9/10/12,,,2016-9
262657,2016,9,Curtains & Drapes,0,0,0,0,3/11/16,Comparison Shopping,,2016-9
263872,2016,9,Area Rugs,1,0,0,0,7/30/05,,Desktop,2016-9
279059,2016,9,Bar Stools,0,0,0,0,1/15/08,Search - Paid,Desktop,2016-9
279227,2016,9,Bar Stools,1,0,0,0,8/16/12,Comparison Shopping,,2016-9
285670,2016,9,Area Rugs,23,2,0,0,11/2/05,Search - Organic,Desktop,2016-9
301396,2016,9,Accent Pillows,5,0,0,0,6/28/03,Other,Desktop,2016-9
301396,2016,9,Area Rugs,14,0,0,0,6/28/03,Other,Desktop,2016-9
313346,2016,9,Accent Pillows,0,0,0,0,1/23/16,Social - Paid,Desktop,2016-9
313346,2016,9,Area Rugs,6,4,0,0,1/23/16,Social - Paid,Desktop,2016-9
313346,2016,9,Bar Stools,20,0,0,0,1/23/16,Social - Paid,Desktop,2016-9
313346,2016,9,Bedding Sets,8,0,0,0,1/23/16,Social - Paid,Desktop,2016-9
313346,2016,9,Beds,3,0,0,0,1/23/16,Social - Paid,Desktop,2016-9
313346,2016,9,Wall Art,2,0,0,0,1/23/16,Social - Paid,Desktop,2016-9
315341,2016,9,Beds,1,0,0,0,6/20/15,Search - Paid,Desktop,2016-9
323284,2016,9,Beds,1,0,0,0,10/27/10,,Desktop,2016-9
325378,2016,9,Bar Stools,14,1,1,147,2/28/13,Search - Paid,Desktop,2016-9
337835,2016,9,TV Stands & Entertainment Centers,2,0,0,0,8/15/04,Search - Paid,Desktop,2016-9
338260,2016,9,Beds,1,0,0,0,5/27/05,,Desktop,2016-9
338260,2016,9,Curtains & Drapes,0,0,0,0,5/27/05,,Desktop,2016-9
338260,2016,9,Wall Art,2,0,0,0,5/27/05,,Desktop,2016-9
342613,2016,9,Accent Pillows,2,1,0,0,3/2/10,Search - Paid,Desktop,2016-9
358485,2016,9,TV Stands & Entertainment Centers,2,0,0,0,8/16/14,,,2016-9
364018,2016,9,Beds,1,0,0,0,3/18/06,,,2016-9
365808,2016,9,TV Stands & Entertainment Centers,10,0,0,0,7/13/11,,,2016-9
371541,2016,9,Bedding Sets,2,1,0,0,8/28/04,Search - Paid,,2016-9
382232,2016,9,End Tables,4,3,1,142,5/19/03,,,2016-9
382362,2016,9,Area Rugs,9,0,0,0,3/10/04,Search - Organic,,2016-9
382362,2016,9,End Tables,4,0,0,0,3/10/04,Search - Organic,,2016-9
382633,2016,9,TV Stands & Entertainment Centers,4,0,0,0,4/29/09,,,2016-9
382923,2016,9,Curtains & Drapes,1,0,0,0,9/4/02,Display - Acquisition,,2016-9
387611,2016,9,Accent Pillows,13,2,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,Area Rugs,187,6,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,Bar Stools,40,1,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,Bedding Sets,83,1,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,Beds,109,3,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,Curtains & Drapes,11,0,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,End Tables,41,0,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,Sheets And Sheet Sets,5,0,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,TV Stands & Entertainment Centers,67,1,0,0,3/14/14,Search - Paid,,2016-9
387611,2016,9,Wall Art,31,0,0,0,3/14/14,Search - Paid,,2016-9
397746,2016,9,Area Rugs,1,0,0,0,11/21/11,Search - Organic,Desktop,2016-9
397746,2016,9,End Tables,1,0,0,0,11/21/11,Search - Organic,Desktop,2016-9
401599,2016,9,Accent Pillows,1,0,0,0,10/8/14,,Desktop,2016-9
401599,2016,9,Area Rugs,1,0,0,0,10/8/14,,Desktop,2016-9
401599,2016,9,Bedding Sets,1,0,0,0,10/8/14,,Desktop,2016-9
401599,2016,9,Beds,9,0,0,0,10/8/14,,Desktop,2016-9
401599,2016,9,End Tables,2,0,0,0,10/8/14,,Desktop,2016-9
401599,2016,9,Wall Art,0,0,0,0,10/8/14,,Desktop,2016-9
406022,2016,9,Area Rugs,5,0,0,0,3/27/09,Search - Paid,,2016-9
411524,2016,9,Bedding Sets,21,1,0,0,12/14/15,Search - Paid,Desktop,2016-9
411524,2016,9,Beds,4,0,0,0,12/14/15,Search - Paid,Desktop,2016-9
411524,2016,9,End Tables,2,0,0,0,12/14/15,Search - Paid,Desktop,2016-9
418714,2016,9,End Tables,1,0,0,0,5/14/11,Search - Organic,,2016-9
421086,2016,9,Area Rugs,6,0,0,0,9/23/10,Search - Organic,,2016-9
425417,2016,9,Area Rugs,3,0,0,0,10/27/03,,,2016-9
425417,2016,9,Bedding Sets,0,0,0,0,10/27/03,,,2016-9
425417,2016,9,Curtains & Drapes,0,0,0,0,10/27/03,,,2016-9
446254,2016,9,Beds,1,0,0,0,1/11/13,,,2016-9
450580,2016,9,Area Rugs,3,0,0,0,10/17/15,Search - Organic,,2016-9
454170,2016,9,Area Rugs,1,0,0,0,10/1/04,Search - Paid,Desktop,2016-9
457498,2016,9,Bar Stools,5,4,1,114,6/13/04,Search - Paid,,2016-9
462121,2016,9,Sheets And Sheet Sets,3,0,0,0,1/6/14,,,2016-9
465765,2016,9,Area Rugs,3,0,0,0,12/1/07,,,2016-9
465765,2016,9,Beds,2,0,0,0,12/1/07,,,2016-9
465765,2016,9,Curtains & Drapes,0,0,0,0,12/1/07,,,2016-9
465765,2016,9,Wall Art,6,0,0,0,12/1/07,,,2016-9
473455,2016,9,Area Rugs,4,0,0,0,6/3/06,,,2016-9
475041,2016,9,TV Stands & Entertainment Centers,18,0,0,0,3/5/05,Search - Paid,,2016-9
479547,2016,9,Accent Pillows,198,17,0,0,3/2/09,Search - Organic,,2016-9
479547,2016,9,Area Rugs,911,78,0,0,3/2/09,Search - Organic,,2016-9
479547,2016,9,Bar Stools,206,13,0,0,3/2/09,Search - Organic,,2016-9
479547,2016,9,Bedding Sets,489,20,0,0,3/2/09,Search - Organic,,2016-9
479547,2016,9,Beds,658,37,1,271,3/2/09,Search - Organic,,2016-9
479547,2016,9,Curtains & Drapes,215,5,0,0,3/2/09,Search - Organic,,2016-9
479547,2016,9,End Tables,295,20,0,0,3/2/09,Search - Organic,,2016-9
479547,2016,9,Sheets And Sheet Sets,20,5,0,0,3/2/09,Search - Organic,,2016-9
479547,2016,9,TV Stands & Entertainment Centers,159,6,0,0,3/2/09,Search - Organic,,2016-9
479547,2016,9,Wall Art,226,20,0,0,3/2/09,Search - Organic,,2016-9
483072,2016,9,Beds,0,0,0,0,7/26/13,,,2016-9
494190,2016,9,Accent Pillows,0,0,0,0,3/24/05,,,2016-9
494653,2016,9,Bar Stools,1,0,0,0,12/18/08,Search - Paid,,2016-9
496726,2016,9,Bar Stools,13,0,0,0,11/10/12,,,2016-9
497303,2016,9,Area Rugs,0,0,0,0,11/30/07,,,2016-9
506901,2016,9,Area Rugs,1,0,0,0,8/29/11,Search - Paid,,2016-9
527077,2016,9,Bar Stools,27,0,0,0,5/10/09,Search - Paid,Phone,2016-9
527077,2016,9,Bedding Sets,1,0,0,0,5/10/09,Search - Paid,Phone,2016-9
532079,2016,9,Area Rugs,3,1,0,0,8/24/10,Search - Paid,Phone,2016-9
535417,2016,9,Bedding Sets,1,0,0,0,2/27/11,Comparison Shopping,Phone,2016-9
535417,2016,9,Wall Art,1,0,0,0,2/27/11,Comparison Shopping,Phone,2016-9
542192,2016,9,Area Rugs,63,8,2,236,6/28/14,,Phone,2016-9
542292,2016,9,Accent Pillows,11,0,0,0,11/19/10,Search - Organic,Phone,2016-9
559010,2016,9,Area Rugs,7,2,0,0,10/31/14,Comparison Shopping,,2016-9
564089,2016,9,Sheets And Sheet Sets,4,2,1,367,9/19/12,Search - Paid,,2016-9
564656,2016,9,Area Rugs,2,0,0,0,4/29/07,Search - Paid,,2016-9
564656,2016,9,Bedding Sets,1,1,0,0,4/29/07,Search - Paid,,2016-9
564656,2016,9,Sheets And Sheet Sets,1,1,0,0,4/29/07,Search - Paid,,2016-9
573977,2016,9,Area Rugs,2,0,0,0,5/7/09,Comparison Shopping,,2016-9
576620,2016,9,Wall Art,0,0,0,0,2/11/08,,,2016-9
595168,2016,9,End Tables,1,0,0,0,2/7/05,Search - Organic,Phone,2016-9
598101,2016,9,TV Stands & Entertainment Centers,2,0,0,0,7/20/06,Search - Organic,Phone,2016-9
601153,2016,9,Wall Art,1,0,0,0,4/1/16,,Phone,2016-9
603805,2016,9,Beds,1,0,0,0,10/6/11,Comparison Shopping,Phone,2016-9
606724,2016,9,Bar Stools,2,1,0,0,6/10/06,Search - Organic,Phone,2016-9
610138,2016,9,Area Rugs,5,0,0,0,12/31/06,,Phone,2016-9
610138,2016,9,Wall Art,1,0,0,0,12/31/06,,Phone,2016-9
614025,2016,9,Beds,0,0,0,0,5/7/07,Search - Paid,Phone,2016-9
614517,2016,9,Wall Art,1,0,0,0,10/16/12,Search - Paid,Phone,2016-9
635007,2016,9,Area Rugs,0,0,0,0,7/28/11,Search - Paid,Phone,2016-9
635559,2016,9,Wall Art,2,0,0,0,9/17/11,Search - Paid,Phone,2016-9
645036,2016,9,Accent Pillows,1,0,0,0,5/12/13,Search - Paid,Phone,2016-9
645036,2016,9,Area Rugs,8,2,0,0,5/12/13,Search - Paid,Phone,2016-9
645036,2016,9,Curtains & Drapes,2,0,0,0,5/12/13,Search - Paid,Phone,2016-9
645036,2016,9,Wall Art,1,0,0,0,5/12/13,Search - Paid,Phone,2016-9
658570,2016,9,Beds,3,2,0,0,1/23/05,,Phone,2016-9
678036,2016,9,Area Rugs,10,1,1,109,2/18/07,,,2016-9
678036,2016,9,Bar Stools,0,0,0,0,2/18/07,,,2016-9
703085,2016,9,TV Stands & Entertainment Centers,1,0,0,0,4/12/04,,,2016-9
728461,2016,9,Accent Pillows,3,0,0,0,12/17/04,Social - Paid,Desktop,2016-9
728461,2016,9,End Tables,0,0,0,0,12/17/04,Social - Paid,Desktop,2016-9
737037,2016,9,Bar Stools,1,0,0,0,9/2/12,,Desktop,2016-9
750595,2016,9,Bedding Sets,5,0,0,0,4/4/03,,Desktop,2016-9
785492,2016,9,End Tables,1,0,0,0,7/27/10,Search - Organic,Desktop,2016-9
785492,2016,9,Sheets And Sheet Sets,1,1,1,281,7/27/10,Search - Organic,Desktop,2016-9
792385,2016,9,Area Rugs,1,0,0,0,2/14/06,Search - Paid,Desktop,2016-9
792385,2016,9,Bedding Sets,0,0,0,0,2/14/06,Search - Paid,Desktop,2016-9
792385,2016,9,End Tables,3,0,0,0,2/14/06,Search - Paid,Desktop,2016-9
792385,2016,9,TV Stands & Entertainment Centers,8,0,0,0,2/14/06,Search - Paid,Desktop,2016-9
792385,2016,9,Wall Art,22,0,0,0,2/14/06,Search - Paid,Desktop,2016-9
796854,2016,9,Accent Pillows,1,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-9
796854,2016,9,Area Rugs,0,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-9
796854,2016,9,Bedding Sets,3,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-9
796854,2016,9,Beds,0,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-9
796854,2016,9,TV Stands & Entertainment Centers,17,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-9
796854,2016,9,Wall Art,5,0,0,0,6/20/03,Display - Acquisition,Desktop,2016-9
797747,2016,9,Bedding Sets,0,0,0,0,1/3/05,Search - Organic,Desktop,2016-9
813934,2016,9,Wall Art,7,0,0,0,8/18/08,Social - Paid,Tablet,2016-9
822626,2016,9,Area Rugs,7,0,0,0,5/1/06,Comparison Shopping,Desktop,2016-9
835830,2016,9,Bedding Sets,3,0,0,0,9/9/14,Comparison Shopping,,2016-9
847825,2016,9,Area Rugs,27,0,0,0,11/4/04,,,2016-9
847825,2016,9,Bedding Sets,0,0,0,0,11/4/04,,,2016-9
871150,2016,9,Area Rugs,2,0,0,0,3/2/06,Search - Paid,,2016-9
890342,2016,9,Area Rugs,3,0,0,0,9/18/08,Search - Paid,,2016-9
890697,2016,9,Area Rugs,1,0,0,0,6/10/04,Search - Paid,,2016-9
890697,2016,9,Curtains & Drapes,7,0,0,0,6/10/04,Search - Paid,,2016-9
890697,2016,9,End Tables,10,0,0,0,6/10/04,Search - Paid,,2016-9
890697,2016,9,TV Stands & Entertainment Centers,1,0,0,0,6/10/04,Search - Paid,,2016-9
890697,2016,9,Wall Art,3,0,0,0,6/10/04,Search - Paid,,2016-9
900790,2016,9,Area Rugs,15,0,0,0,9/2/05,Search - Organic,,2016-9
900790,2016,9,End Tables,9,1,0,0,9/2/05,Search - Organic,,2016-9
900790,2016,9,Sheets And Sheet Sets,1,0,0,0,9/2/05,Search - Organic,,2016-9
913909,2016,9,Wall Art,2,0,0,0,11/5/13,,,2016-9
925598,2016,9,Area Rugs,3,0,0,0,6/25/14,,,2016-9
925598,2016,9,Bedding Sets,2,0,0,0,6/25/14,,,2016-9
